1,2,3,4,5,6,7
南方的南呀,听汪峰版本的就会想起北爱里冬天北京城的萧瑟 北风凄寒 听任素汐版本就想到易遥一个人的孤独,2018年9月19日,21653,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
用户1644510850,不能再听这首歌了，一听到脑海中就会想起易遥在河岸上撕心裂肺地“解释”，岸上的人们还自持无恐的谩骂易遥。被顾森西救上来，那苍白无力的脸上，尽是委屈,2018年10月21日,20173,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
樱漫雨,有一种悲伤叫再见青春，无论是易遥还是顾湘西都被一种名为生活的重物压迫，青春变得畸形。我们是该庆幸我们的生活没有那么黑暗，还是应该为那些处在同样环境中的少男少女们悲伤叹息(｡í _ ì｡),2018年9月19日,19141,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
你不会喜欢山也不会喜欢海,在你最美好的时光里离开，也是最美好的事。,2018年9月18日,14885,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
复活无望,记忆里你神色紧张地把耳朵贴向我的胸口听我的心跳声。 然后就再也没有离开过。,2018年9月21日,12377,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
RisingMa,高中毕业那年暑假看着《北爱》，听着《再见青春》，假装很懂青春故作感伤；今天再次听到这首翻唱已经工作一年，不能再像在学校无忧无虑，有些事不想干但还是要坚持做完，有时候想出去看看但还是要在公司坐着，此刻才明白青春多宝贵，遗憾浪费了很多。或许等自己而立成家再听这首歌，感受会更深刻吧。,2018年9月19日,10932,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
藤川芽亚理,“ 你没有听见吧？ 可我真的曾经呐喊过。” ——郭敬明 《悲伤逆流成河》,2018年9月22日,10633,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
帐号已注销,你没有听见吧？我真的曾经在梦中梦醒无声地呐喊过，梦里有你是香甜的，苦难的人生中能遇到你真好，我想再等等你，我只想和那个17岁就在一起的男孩结婚生子，不是你结婚的意义在哪。再等等，如果等到了呢？等不到，我也不怕。孤独终老不可怕，可怕的是没有你，就算最后孤独的老了，我也是个最酷的老太。,2018年9月22日,10053,再见青春（电影《悲伤逆流成河》插曲）,任素汐,作词 : 汪峰/孙永焕作曲 : 汪峰编曲：陈颖我将在冬日的黎明出发伴着流言纷飞的过往伴着花谢曾开的芬芳在梦碎的时候出发再见青春再见美丽的疼痛再见青春永恒的迷惘雨会从记忆的指间滑落带着哭过呐喊的绝望带着无声无助的彷徨从呼啸的风中滑落再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘我看着遍体鳞伤的年华感到痛彻心扉的惆怅听着心在爆裂的巨响陷入深不见底的悲伤再见青春再见美丽的疼痛再见青春遥远的幻想再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见灿烂的忧伤再见青春永恒的迷惘再见青春再见美丽的疼痛再见青春永恒的迷惘词曲版权公司：大国文化音乐版权有限公司展开
马良leo,刚刚上传，这是小样，效果不好，大家海涵啊,2018年4月20日,62757,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
苏日呼_MGL,往后的余生，差点就是你，我丢了你，小车,2018年4月21日,23276,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
chaiyyyyy4910,日月是你 星辰是你 山川是你 江流是你余生万物都是你 无可躲,2018年4月26日,21917,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
一生那么长等你十年又何妨,钟情未果不如当个浪子,2018年4月20日,18848,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
宵宵ovo,祝你岁月无波澜 敬我余生不悲欢,2018年4月20日,16037,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
脏句,我们的故事从没钱开始余生还长可别让钱迷了眼.,2018年4月25日,11740,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
别聊别开始,我不是在告白 是在告别呀,2018年4月20日,10736,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
一抹北城雪,心里的千言万语不过汇成一句:余生尚长，姑娘 可愿与我相依相偎共白首？,2018年4月20日,8606,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
轻松成,我觉得吧。寒来暑往，秋收东藏，来日方长，往后余生。,2018年4月20日,8527,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
帐号已注销,从2012年相识从校服到婚纱往后余生我只要你@LeslieCheung91,2018年4月21日,7846,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
风起雾岛时c,喝着孤独的酒 迎着自由的风 等一个没有归期的人 在余生里做着只有自己的梦,2018年4月20日,6508,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
麻烦你加冰whisky,如果可以我只要一杯清水一片面包一枝花如果再奢侈些我希望水是你倒的面包是你切的花是你送的,2018年4月26日,2830,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
今天有睡午觉吗,对不起，女孩，我丢掉了你，很抱歉你的余生没有我。,2018年5月7日,2057,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
帐号已注销,你要明白 ，其实放弃也是一种学问，不见得所有的放弃都是坏事。也要知道，所有的坚持都是有意义的，但并不见得所有的坚持都是划算的。,2018年4月25日,1478,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
我想给你表白,小生不才，未闻姑娘前半生。往后余生，风雪是你，平淡是你，清贫是你，荣华是你，心底温柔是你，目光所致也是你。,2018年4月20日,1051,往后余生原创(demo),马良,作词 : 马良作曲 : 马良在没风的地方找太阳在你冷的地方做暖阳人事纷纷你总太天真往后的余生我只要你往后余生风雪是你平淡是你清贫也是你荣华是你心底温柔是你目光所致也是你想带你去看晴空万里想大声告诉你我为你着迷往事匆匆你总是会感动往后的余生我只要你往后余生冬雪是你春华是你夏雨也是你秋黄是你四季冷暖是你目光所致也是你展开
地藏神明,我也有初中到大学的恋爱 可是后来她走啦 我23号就要去当兵啦 希望一切都好,2019年6月3日,17457,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
枯木逢春夏秋冬,好几年前写的歌，想着也发出来吧，不好不坏，也像我一样不好不坏，就这样吧！录的时候还是用我那破手机录，效果也好不到那去，最后还要感谢@啟得兄本人 后期的降噪处理,2019年1月10日,14342,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
歌川一马,不该在年少遇见太惊艳的人 不然这一生太孤独 因为念念不忘,2019年1月13日,7062,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
词散呀,我想，我们的关系应该是这样的，如果余生你不主动找我，我这辈子都不会再与你有交集，但只要你与我说话，我看见了一定秒回，或者你说想见我，就算是刀山火海也要以最快的速度出现在你的面前，但你不找我，我应该真的不会出现在你的世界里了，毕竟爱这种东西，必须是你有一半，我有一半。 ​​,2019年2月18日,4801,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
里予也,蒋介石在南京种满了梧桐树，只因宋美龄喜欢。后来蒋介石放弃了南京也放弃了宋美龄。😌,2019年1月24日,2876,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
别哭_我亲爱的人,董小姐跑了 安河桥塌了 鸽子飞走了 莉莉安不见了 斑马死了 兰州也没了 他说梦想很简单 喝最烈的酒 抽最浓的烟 骑最快的马 和娶最美的姑娘 层楼终究误少年 回不去了.,2019年2月6日,2688,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
奥特曼aT凹凸曼,中国有14亿人口，网易云音乐有2亿用户，而你偏偏在这首歌的评论里面看到了我，然后你花了15秒钟来读我这一段话，你好 陌生人，愿你卡里有钱。车里有油。心里有爱。有空来太原找我喝酒 管醉…,2019年2月3日,1719,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
为每一个孤独的人留一盏灯,只有心知道谁才是我梦里的人,2019年1月16日,1233,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
啟得兄本人,小事，安排。不完美才最完美，以后会越来越好。,2019年1月10日,1099,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
帐号已注销,我想要是我们真的分手了 我就抱上吉他一直往北方去 把我们的故事写成歌词唱给那些喜欢民谣的人们听,2019年2月6日,988,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
饮下风露,为什么我更喜欢Demo，不论哪首,2020年1月25日,810,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
何必出众,因为她说她不喜欢小偷，我为了她放弃了广西所有的电瓶,2019年2月5日,667,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
不想心动了噢,喜欢枯木逢春的男孩子一定都很温柔吧,2020年4月4日,463,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
o迟暮,因政治而结缘，并不意味着两人之间没有感情。从蒋介石最开始对宋美龄追求时两人的甜甜蜜蜜，结婚后对宋美龄的呵护，在蒋介石遇难时，宋美龄毅然一人前往西安交涉，再到后来去美国开展外交寻求国际援助，都是两人感情的见证。,2019年2月5日,396,那年（demo）,枯木逢春,作词 : 枯木逢春作曲 : 枯木逢春记得那年第一次看见你弹着吉他唱着悲伤的歌那时的我还未抽烟那年的你还扎着马尾然后  我用一生来忘了你街道人来人往岁月不痛不痒时光苟延残喘模糊了你的双眼你说你要去海边不再与这个世界狼狈为奸你剪去了长发从此与世无关你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你你说你要去远方遥远的地方那里没有孤单和悲伤你会在那里歌唱你说不要荒废了自己我的眼里有最美的你等到快要老去的年纪你要再看一眼当时的你最后一次回头的瞬间可惜被风沙迷了眼没能记住你最后的容颜展开
