1,2,3,4,5,6,7
一缕寄千钧,她还活着，在你的记忆里，你的梦里，你的心里。即使雪抹去了你们在一起的痕迹，但一定抹不去她在你心里的痕迹，是吧？加油，陌生人。,2018年12月31日,8092,时间煮雨（电影《小时代》主题曲）,郁可唯,111
白非鸣,关键是这歌是改编而且没标明出处，又不是翻唱，居然那个为这首歌辩驳的评论能获得1000多赞我也是伙惊呆,2015年10月4日,7925,时间煮雨（电影《小时代》主题曲）,郁可唯,111
先不后,南湘是席城的梦，顾里是顾源的命，林萧是崇光的未来，友情是唐宛如的全部。,2020年1月1日,6302,时间煮雨（电影《小时代》主题曲）,郁可唯,111
玲玲_blue,第一次和他发语音的时候，我反反复复试了好几遍声音,2020年5月9日,20052,爱笑的眼睛（Smiling Eyes）,林俊杰,111
琪琪_mUK2,如果也有人偷偷的喜欢我就好了,2020年5月2日,14916,爱笑的眼睛（Smiling Eyes）,林俊杰,111
皮一生一生皮,卧槽，我以为至少2000+,2015年3月5日,7595,爱笑的眼睛（Smiling Eyes）,林俊杰,111
星与月于我,说实话，真的挺喜欢那段和你暧昧不清的日子,2020年8月3日,7066,爱笑的眼睛（Smiling Eyes）,林俊杰,111
豆瓣评分77,"“遗憾的是,就连分手都是隔着手机屏幕”",2020年12月5日,6666,爱笑的眼睛（Smiling Eyes）,林俊杰,111
砂糖小敏_,生气都能笑场的人，你说她温不温柔,2020年10月3日,5507,爱笑的眼睛（Smiling Eyes）,林俊杰,111
我与我舟旋久,“梦里出现的人.到底是谁在想谁.”,2020年6月1日,5191,爱笑的眼睛（Smiling Eyes）,林俊杰,111
可能是感觉吧,慢慢冷落你的人 说明有人开始替代你了,2020年8月5日,4746,爱笑的眼睛（Smiling Eyes）,林俊杰,111
伱能陪我看海吗,不喜欢校园暴力，校园暴力远离我！！！！我不喜欢学校！！！,2021年2月13日,4483,爱笑的眼睛（Smiling Eyes）,林俊杰,111
付亦宵,因为有个女孩低声下气的喜欢你所以你忘了你自己的真实情况其实你长的一般 兜里也没几个钱,2020年8月1日,3908,爱笑的眼睛（Smiling Eyes）,林俊杰,111
老薛的面具,jj我有私心，真的不想你出事,2021年8月2日,3377,爱笑的眼睛（Smiling Eyes）,林俊杰,111
loiiav,“女孩子确实是经历了一些事情后 就悄悄换了一种性格”,2020年7月15日,2928,爱笑的眼睛（Smiling Eyes）,林俊杰,111
-溜优球-,再等等 再等等 说不定铁树会开花,2021年6月17日,2897,爱笑的眼睛（Smiling Eyes）,林俊杰,111
蛋黄年纪大了哇,“心理学上说，如果一个人的特别爱笑，说明他内心深处很悲伤。如果一个人很能睡，则说明他很孤单”,2020年7月31日,2841,爱笑的眼睛（Smiling Eyes）,林俊杰,111
-Jiang魚兒,我还要偷窥你的生活多久。,2021年6月30日,2345,爱笑的眼睛（Smiling Eyes）,林俊杰,111
别不记得我,我和我超喜欢的人在一起啦！！！,2021年1月23日,26550,期待爱,林俊杰/金莎,111
Accountcancelled1,喜欢就表现得明显一点 别冷冷淡淡,2020年9月27日,15620,期待爱,林俊杰/金莎,111
-onlooker,这个星期发现了我喜欢的男孩子也喜欢了我，真幸运,2020年6月17日,11628,期待爱,林俊杰/金莎,111
小晓崽汁,一定要和最喜欢的人一起听这首歌,2020年10月13日,5310,期待爱,林俊杰/金莎,111
偷走星星和你-,“手机震了一下很高兴’“想会不会是你”“但震了第二下就知道不是了” 因为你没有 那么多话对我说,2020年10月31日,5211,期待爱,林俊杰/金莎,111
董先生milk,“我终将落俗，但浪漫不死”,2021年1月13日,4203,期待爱,林俊杰/金莎,111
c隅i,我跟暗恋三年的人在一起了！！,2020年12月31日,3907,期待爱,林俊杰/金莎,111
废废柴x,昨天听着这首歌走到马路边准备过马路 一抬头是他 在等红绿灯 他莫名其妙的回头了 我怔在原地 他也愣了 对视了几秒他尴尬的回头了 我面无表情的走过去 尴尬的跟他一起等红绿灯,2021年2月18日,3028,期待爱,林俊杰/金莎,111
长发昱,不是不想谈恋爱 是不想谈谁都行的恋爱,2021年1月19日,2957,期待爱,林俊杰/金莎,111
贪玩的陌名,记得有一次坐地铁，我忍不住的吐了一口痰，正好被一个外国小姐姐看到了，我想想不能给中国丢脸，然后说了一句,2021年9月21日,2923,期待爱,林俊杰/金莎,111
屋顶的黑猫_hl,不属于情侣关系的占有欲最可笑,2021年9月27日,2829,期待爱,林俊杰/金莎,111
S_yicc,想象一下听着这首歌和暗恋的人偶遇,2020年11月11日,2088,期待爱,林俊杰/金莎,111
P--X--Y,⠀⠀⠀⠀ ⠀『我希望正在读这句话的人永远开心』⠀⠀⠀⠀,2021年9月14日,2008,期待爱,林俊杰/金莎,111
幼猫的雏菊,上星期跟喜欢的人告白了，他说如果王者单挑我赢了他就答应我，他是王者，我是白银，明知道不可能却还是答应了……单挑的时候他一开始让了我两次，后来他让我看他的战绩:5 2 0。我当时还很开心，结果他后来说了一句，接下来看好了……我被他连杀了20多次，他又说，还不死心吗，💔💔,2020年9月12日,1822,期待爱,林俊杰/金莎,111
谢小熊熊熊熊熊熊,真怀念，十二年前在学校教学楼，我把另一个耳机给了我老婆，就是这首歌，在众多追求者中，我还是表白成功了，恋爱7年，结婚5年，一如当初,2021年12月10日,1683,期待爱,林俊杰/金莎,111
Joker政,藏头歌不要到处扣扣潮流需要扣扣不小心就没了扣扣用力到处扣扣花掉所有扣扣钱买不到绝活,2018年12月26日,40936,不潮不用花钱,林俊杰,111
失-败-尽-常-态,整段副歌的意思就是说,2019年10月7日,33942,不潮不用花钱,林俊杰,111
不吃猫的闲鱼,好听的歌为什么这么少赞？？,2015年6月8日,29991,不潮不用花钱,林俊杰,111
伤口加盐麽,现在听到前奏想起的是郭富城的摇头,2020年12月22日,23952,不潮不用花钱,林俊杰,111
_库珀,刚看了一下网易林俊杰的资料 这获奖记录....,2020年7月3日,12209,不潮不用花钱,林俊杰,111
tellmystoryproperly,天啊...我小学的时候用这首歌当作看小黄文时候的bgm...,2020年12月31日,7745,不潮不用花钱,林俊杰,111
安愿er,抠抠在南方是钱、币的意思,2020年6月14日,5549,不潮不用花钱,林俊杰,111
嘻嘻哈哈_zkkI,我太太太喜欢前揍了，不知道怎么就是很喜欢，觉得很特别🙈😂😂,2020年11月8日,5065,不潮不用花钱,林俊杰,111
迟早绿了贺朝严峫秦究叶阑江添等,我们班主任特别抠，于是我们班有个妹子就给他听了这首歌……,2020年10月16日,4651,不潮不用花钱,林俊杰,111
王朝权音,我找这个调子找了几年……就因为买的游戏机上自带了这个曲子……感动流泪,2019年5月5日,4388,不潮不用花钱,林俊杰,111
苏天枢,都2022年了还有人听这个歌嘛？,1月19日 02:38,3652,不潮不用花钱,林俊杰,111
我永远爱0617,冷知识，这首歌开头的女声是BY2,2021年12月19日,3394,不潮不用花钱,林俊杰,111
无双澈,看小黄文还得配个BGM，讲究.,2021年4月2日,2069,不潮不用花钱,林俊杰,111
派小星的花裤衩子,林俊杰 薛之谦 汪苏泷 权志龙 周杰伦 我的青春啦,2020年5月11日,2002,不潮不用花钱,林俊杰,111
奕不温柔,我相信清者自清我站林俊杰这边,2021年8月3日,1993,不潮不用花钱,林俊杰,111
爱意弥漫山川,小时候喜欢刘备，长大喜欢曹操,2020年6月20日,49192,曹操,林俊杰,111
熊熊烈菠萝,老师,2015年6月21日,35779,曹操,林俊杰,111
欢喜与悲全部刻骨铭记,宁教我负天下人，休叫天下人负我。,2017年12月23日,33171,曹操,林俊杰,111
逛吃在东北的猫,曹操说,2020年7月23日,31645,曹操,林俊杰,111
讨厌香菜芹菜和韭菜,我从来都不认为野心勃勃是个贬义词,2020年7月19日,22578,曹操,林俊杰,111
尽我一切_,记得老师曾经问同学们三国中最喜欢谁，同学们回答的大部分都是诸葛亮，赵云，到我时我回答的是曹操，老师问原因，我的回答便是比起虚伪的仁义，我更佩服真实的奸佞,2020年5月31日,16671,曹操,林俊杰,111
君莫笑c47,科普一下吧。曹操并不是三国人物，曹操所在的朝代叫东汉。曹丕、刘备、孙权称帝之后，三国才正式开始。所以并不存在“三国曹操”这个历史人物,2020年10月27日,12886,曹操,林俊杰,111
奈可晨曦,众士兵:“渴…渴…“曹操,2020年6月27日,12867,曹操,林俊杰,111
柿子爷亲亲,三国演义真的太贬低曹操了，他从来都不是坏人，他也从来没有想过挟天子以令诸侯，天子年幼懦弱，他只希望统一，让自己国家强悍，东汉末年分三国，三国鼎立，他们是敌人却也是知己，曹操这一生真的值得么……诸侯不信他背后骂他，天子甚至下血诏诛杀他，我读过三国演义读过三国志我最喜欢曹操！,2020年7月30日,11795,曹操,林俊杰,111
-Hangover-Y,历史老师在课堂上放了这首歌，问反应了什么情况，一个很调皮的男生说,2020年8月11日,8167,曹操,林俊杰,111
浮生半日間,东汉末年人口约为5千万西晋初年人口约为2千万这三个逼太能打了……,2021年7月14日,6861,曹操,林俊杰,111
-喜知郎-,这首歌最喜欢的就是前10秒的前奏，说不上来什么感觉，就只觉得那一段是独属于曹操,2021年6月27日,6180,曹操,林俊杰,111
好兄弟萌早点睡,我就不一样了我喜欢貂蝉小乔大乔……,2020年6月22日,5901,曹操,林俊杰,111
捞的不谈wuhu,诸葛亮用计谋你说他聪明是圣人。曹操用计谋你说人家奸诈？,2020年7月19日,5185,曹操,林俊杰,111
AFK王_ovo,记住了，历史是胜利者写的，曹操不是变态，他才是这乱世之中真正的枭雄,2020年8月11日,4249,曹操,林俊杰,111
特特特特特拉,圆圆圈圈圈圈圆圆练了8年还是唱不清这句话,2020年5月2日,48850,江南（River South）,林俊杰,111
目生鱼,我记得在我很小很小的时候，影响很深刻，我在路边捡了一盘光碟，那张光碟有一个地方还裂开了一道口子，碟片还有点儿花。然后我抱着还能用的心态拿回家，用我家的VCD放，我搽干净光碟，视图能够放出来。结果真的放出来了。然后爱上了第一首jj的歌《江南》,2016年11月7日,31500,江南（River South）,林俊杰,111
Z失望啦,每个暗恋的人都在拼命暗示。,2021年2月25日,21503,江南（River South）,林俊杰,111
以前叫拉馒头现在叫王德兰,版本很多！评论很多的是另外一个,2015年11月25日,18062,江南（River South）,林俊杰,111
是可可_y,她公布对象那天，我刷了五百多浏览量,2020年12月5日,17675,江南（River South）,林俊杰,111
Pinocchio-_,昨天刷某站的视频，看到一条标题为“妻子车祸当场丧生，丈夫不愿独活走入燃烧的车里殉情”的视频，点进去看到那位老人直愣愣不带一丝犹豫的走进大火中，想起来一句歌词，“还以为殉情只是古老的传言”,2020年6月23日,17281,江南（River South）,林俊杰,111
帐号已注销,现在是北京时间的2021年8月8日中午12点38分，早上刚刚确诊血癌晚期，我不知道怎么告诉我的男孩，我很爱他，我时间不多了，我不想他为我难过，伤心，我只有三个月时间不到了，昨天还在冷战,2021年8月8日,15790,江南（River South）,林俊杰,111
帐号已注销,林俊杰和周杰伦，真的是不能割舍的爱。,2021年1月15日,13908,江南（River South）,林俊杰,111
哭4辣,林俊杰的歌里全是文案，李荣浩的歌里充满爱情，薛之谦的歌里充满遗憾，周杰伦的歌里浪漫至极，邓紫棋的歌全是故事.,2021年7月17日,11050,江南（River South）,林俊杰,111
湖里划河,小时候一直以为第一句是“风到这里就吃面”,2020年6月28日,8849,江南（River South）,林俊杰,111
改个名字_10086,吸毒很影响嗓子的，林俊杰后来的水准根本不可能吸毒,2021年8月4日,8486,江南（River South）,林俊杰,111
我在你身边呢啊,其实我早就偷偷在心里嫁给你千万次了.,2020年12月6日,5609,江南（River South）,林俊杰,111
歌手夏小国,"爱一个人感觉大概就是,什么都会在意,又什么都可以原谅。是这个道理吗。。。",2021年1月5日,5515,江南（River South）,林俊杰,111
摆清位置,兜兜转转分分合合的意思吧,2020年9月29日,5197,江南（River South）,林俊杰,111
木系芸芸,“187的身高，体重消瘦到只剩54公斤。……身上到处是伤，遭受过长时间的酷刑。……断了三小截手指和两根脚趾，左脚的脚筋断了。身上有多处骨折，但没有治疗，最后自动愈合的。 ”“冉冉，我后悔了。下辈子，我还想做阿瓒。”“英雄被人铭记，刻在石碑上；幸存者被人遗忘，面目全非。”,2020年7月17日,4620,江南（River South）,林俊杰,111
w尤物少女,耳机里面是喜欢但还不会唱的歌 手机屏幕上的照片是喜欢但还没在一起的人,2014年12月30日,28.3万,其实都没有,杨宗纬,111
Mr_HysteriA,我结婚的时候你一定要来，不然没有新娘我会很尴尬。,2015年6月6日,20.1万,其实都没有,杨宗纬,111
我也曾经这样,分手后所有联系方式全部删了 偷偷建了微博小号关注他 网易云里他最近一周听的最多的就是这首，这是我唯一知道他最近生活的轨迹。希望他踢球不要再受伤，膝盖再也不会疼，不要喝啤酒，早点睡，少抽烟。李同学，也知道你嘴硬心软，所以说了分手后立马删了我，肯定也是怕彼此为难，我都懂。保重！,2015年11月27日,14.8万,其实都没有,杨宗纬,111
私人診室,很多人在评论里写日记 被陌生人安慰鼓励 喜欢好音乐这样把大家聚在一起,2015年1月5日,88181,其实都没有,杨宗纬,111
_小金瓜_,没在一起的人，不要努力了，他们给你们的看似合理的理由其实都是借口，真正爱你的人不会让你等让你一直单方面努力。擦擦眼泪，我们一起去爱新的人吧,2015年1月16日,84823,其实都没有,杨宗纬,111
Octoberjess,今晚，被小两年半的男友的妈妈打电话过来，叫我离开她儿子，原谅她的自私，她接受不了我比她儿子大，她接受不到我属虎，我说阿姨对不起，我做不到，我等了二十八年才等到的人，我不放弃。,2015年8月25日,68476,其实都没有,杨宗纬,111
maybenu,昨天做公交车回学校的路上，看到前排的一个女孩扎着马尾，穿着白衬衫，牛仔裤，白色帆布鞋，年轻，干净，整洁，符合一切美好的词汇。突然意识到自己年纪已经不可能在喜欢这样十几岁的女孩子了，看着她甚至出了神，恍惚间从她的身上看到你的脸，像极了当年的你，太匆匆,2016年1月24日,58463,其实都没有,杨宗纬,111
qiuzhangbiao,人这辈子，最害怕突然把某一首歌听懂了,2016年2月14日,51077,其实都没有,杨宗纬,111
Ah7阿七,"看见评论里有好多人说自己喜欢的那个他,其实我好羡慕你们,我连一个喜欢的人都没有像我这种都没有喜欢的人听这么悲伤的情歌真的好吗!",2015年3月5日,46966,其实都没有,杨宗纬,111
Mr_楼下小黑,每次失望一次，我就少做一件爱你的事，直到最后备注改成全名、取消特别关注、上线不主动找你、收起你送的东西、删掉你所有的照片、再也不偷偷看你的时候，就是该说再见的时候了。多年后你会不会记得，曾经有一个人很努力的珍惜过你。——失望是一天天积累的，离开是很长的决定……,2016年1月22日,29765,其实都没有,杨宗纬,111
聂小清_F6vI,“我也羡慕那些一沾着枕头就能安睡和那些决心放手之后就不再回头的人。”,2016年5月21日,26222,其实都没有,杨宗纬,111
招舞不住,几百页的聊天记录的人也能丢,2015年11月23日,21461,其实都没有,杨宗纬,111
葫芦画画,到现在了还不知道爱一个人是什么感觉，听到这首歌有一种莫名的难受。。。。。,2015年2月5日,17987,其实都没有,杨宗纬,111
过于热爱那片海,前几天兄弟订婚，他拎着酒到我家中，看着乱成一团的狗窝，吐槽我，一把年纪了，找个女朋友照顾下自己，已经微醺的我笑着拿出手机，翻出我十八岁生日时和我在蛋糕前接吻的那个女孩的照片，问他，有她好吗？兄弟回家前拍着我的肩膀，眼圈红着对我说，忘了她吧，人家都结婚了，你这样，兄弟们都替你难受,2019年3月17日,13758,其实都没有,杨宗纬,111
一只小白啊,喜欢你就像是高考数学试卷的压轴题，我永远都对它充满畏惧，也永远得不到满分,2018年2月11日,13434,其实都没有,杨宗纬,111
iBMX,音乐是味道，听着这首歌仿佛能够闻到大学的冬天,2014年10月9日,33.3万,夜空中最亮的星,逃跑计划,111
恨雨寒,好不容易跟初恋长跑了6年，却得不到家人的祝福。好不容易偷户口本办了结婚证，却没钱装扮婚车迎接新娘。好不容易即将把债务还清，却被迫带着妻儿离开从小长到大的家。夜空中最亮的星，请指引我坚强下去。,2016年1月16日,29.9万,夜空中最亮的星,逃跑计划,111
雀斑lin,爸爸失业去送美团外卖，妈妈在家楼下卖小吃天天躲城管，弟弟送快递，自己念了一个普通大学，不爱学的专业，以前觉得浑浑噩噩一辈子也就算了，今晚妈妈突然给我发信息说生意不好，我突然发现一声不能就这么完了，我才20岁，我要加油给我父母更好的生活，我要考研！！！我要改变自己的命运！！,2017年5月4日,26.3万,夜空中最亮的星,逃跑计划,111
长安无雪,今天下午用自己的私人银行卡给每一位员工打了300块钱，转账备注里写的是,2015年5月10日,18.9万,夜空中最亮的星,逃跑计划,111
山峯feng,我老爸走了八年了。每天晚上加完班回家抬头都会看到夜空中最亮的那颗心。我就知道那肯定是我老爸在看我。哈哈。莫名的就眼泪哗哗止不住了。老爸 您儿子很想你。,2016年5月12日,13万,夜空中最亮的星,逃跑计划,111
喝醉的万磁王,今天爸爸结婚，我又有“妈妈”了，如果你还在就好了，妈妈。今天硕士毕业答辩结束，我毕业了，如果你还在就好了，妈妈。今天媳妇嫌礼金少，我生气了，如果你还在就好了，妈妈。失去妈妈是让人成熟最快的方法，可是我也不想长大啊，如果你还在就好了，妈妈。,2017年5月4日,12.2万,夜空中最亮的星,逃跑计划,111
Berlin柏林-,“别怕，孩子，那只是颗流星。” 一位叙利亚父亲抱着怀里慌张的孩子说,2018年4月15日,10.9万,夜空中最亮的星,逃跑计划,111
帐号已注销,你知道什么时候最难熬吗？从学校过度到社会的时候 看到喜欢的人和异性甜蜜的时候 身边没人相信你的时候 一个人难过需要亲朋好友陪伴却不在身边的时候 看到家人朋友有困难自己无能为力的时候 迫不得已对最重要的人撒谎的时候 当你累的时候 大概当你把这些事都熬过去的时候 你就会变成另一个人,2016年1月23日,99503,夜空中最亮的星,逃跑计划,111
Moonusun,第一次评论，这首歌对我太有意义了。去年考研一年的时光，是这颗最亮的星陪我走过的。记得无数次下自习的夜晚，踩着单车，耳朵里塞着耳机，大吼着这首歌。如今我坐在我梦想的学府里写评论，我想告诉大家，越努力越幸运，这是真的,2015年11月3日,60311,夜空中最亮的星,逃跑计划,111
星晴_,高考563的复读生，顶着全家上下的反对执意复读，甚至离家出走来威胁（因为这分数可以冲211了）如今，没日没夜奋斗了一年的我，最后一次模拟540。不敢打电话给妈妈，现在坐在阳台上看着天空那为数不多的小星星，听着听着就听哭了。夜空中的星星，能否告诉我，我是不是错了，爸妈，我让你们失望了,2016年5月31日,52118,夜空中最亮的星,逃跑计划,111
真夏透,最爱的先生，请指引我吧。我想去追逐你，想见你，想守护你。,2014年10月10日,47289,夜空中最亮的星,逃跑计划,111
布吃鱼,“一个人爱上小溪，是因为没有见过大海” “我已见过银河，但我只爱一颗星”,2017年5月23日,41769,夜空中最亮的星,逃跑计划,111
啊哦鹅咦呜羽,每当我找不到减肥的意义，每当我迷失在饥饿里，噢~夜宵中的牛肉面，请指引我吃下去。🍜🍜🍜,2014年10月9日,38532,夜空中最亮的星,逃跑计划,111
笑尼妈,生活再艰苦，也要发自内心的笑！,2014年11月1日,37574,夜空中最亮的星,逃跑计划,111
啊不了哦,高三以来，从来没有12点之前睡过觉，从来没有6点之后起过床。每天都是做题背书，做题背书。其实23天后高考并不可怕，，只求对得起父母和老师对自己的关心和疼爱，更是要对得起自己这三年的努力。我希望以后的生命能有许多云翳，来营造一个个美好的黄昏。有梦就有蓝天，相信自己一定能够看得见。加油。,2018年5月14日,36878,夜空中最亮的星,逃跑计划,111
清风无泪_z,每当这首歌响起，想起14岁带着偷父母的500块和鼓棒踏上了去北京的火车，2年的时间，在地安门的地铁站卖力的挥霍我的青春和我的梦想，16岁，在三元桥上折断了鼓棒，哭着大喊一声再见，带着147.3块和满身的伤痕回到了家乡，老老实实上学，当兵，工作；那疯狂的时光，是一万道光，无法抗拒的心悸和回忆。,2015年8月31日,23.7万,一万次悲伤,逃跑计划,111
方牧云,人一旦矫情起来，就会觉得所有的歌都在说自己的故事。——————谨以此句献给前排评论。,2015年12月12日,13万,一万次悲伤,逃跑计划,111
猴西阿什莉,这是我最喜欢的歌，没有之一，如果肯有男生为我唱，连人带命都是你的,2015年10月22日,68276,一万次悲伤,逃跑计划,111
罗黑黑的fk7,10号进藏，一去就是5年。投身国防，青春无悔！,2017年8月6日,60309,一万次悲伤,逃跑计划,111
聆音者阿粒,太形象了，这词！”我奔涌的暖流寻找你的海洋“,2014年11月19日,41080,一万次悲伤,逃跑计划,111
奇美拉呼呼,淘宝计划,2014年11月8日,32321,一万次悲伤,逃跑计划,111
帐号已注销,追她一个月最后快放弃了听这首歌撑到了最后追到了，可惜，现在已经结束了。,2014年12月2日,26094,一万次悲伤,逃跑计划,111
哑口道别,想起当时几乎每天都打电话听他弹喜欢的歌到深夜。大概实在太喜欢他的声音，每次都舍不得挂断，死乞白赖地说晚一点再睡，之后却根本不知道在聊些什么就熬到了清晨，或者即使只是沉默着听对方呼吸。后来某一天和朋友在外面包夜，他发来一段语音说新学了一首歌想唱给我听。点开，oh honey 我脑海里全都是你,2015年3月4日,23764,一万次悲伤,逃跑计划,111
夏目-银时,以前年少气盛，最容易将自己炽热如火，喷薄欲出的感情寄托在另一个人身上，恨不得剖开胸膛，让别人立马知道我的感受。现在不会了。谁也承担不起另一个人的感情寄托，这件事我明白得太晚了。灯光熄了，就得退场。,2016年2月27日,20670,一万次悲伤,逃跑计划,111
你说不完美,前年迷笛音乐节，朋友钱包被偷，眼镜被踹，最后一路小跑赶到当晚最后一场，就是逃跑，周围都是跑过来喘气的人，oh honey一开场，全场一下暖场了，无意中发现旁边刚到的姑娘，听到歌一会儿突然一个劲儿地往下掉眼泪，一点声音也不出，直直地，坚强地站在那里，瞬间就觉得读懂了什么，姑娘你还好么，加油,2016年2月21日,19366,一万次悲伤,逃跑计划,111
帐号已注销,中间一段solo很像yellow前奏……,2014年12月6日,11882,一万次悲伤,逃跑计划,111
宝宝是爸爸啊,高三最后一个寒假听到了这首歌，推荐给他，每天两个人共用一副耳机，在自习室从很早坐到很晚，单曲循环这首歌。高考后，很多人一起去KTV，他honey一出口我就哭了，周围人很多很吵闹，可是他要说的我懂得。现在离得很远，当初没有在一起，现在也不会，可是感谢当初他的陪伴。,2016年1月3日,10880,一万次悲伤,逃跑计划,111
热芯市民孙先生,你是一个什么样的人，就会听到什么样的歌，看到什么样的文，写出什么样的字，遇到什么样的人。你能听到治愈的歌，看到温暖的文，写着倔强的字，遇到正好的人。你会相信那些信念，温暖，梦想和坚持这些早就老掉牙的字眼。因为，你就是这样的人。,2015年1月13日,8449,一万次悲伤,逃跑计划,111
就像一起生活一样,明天就要分配去新疆，5年过后希望完整的回来 投身国防，青春无悔 。等我,2019年6月4日,7902,一万次悲伤,逃跑计划,111
You_are_the_moonlight,昨天晚上万圣节，乐队的朋友们说喜欢这首歌，想排一下，当时我就震住了，可是我真的没办法唱，曾经让我那么痛哭的一首歌，但是后来听到吉他贝斯的声音一出来，到副歌部分时还是没忍住唱了出来，我想我该释怀了！！ 我的世界不会再有你！我也不想再有你！🍃🍃 我在我的世界过得很好很好……,2015年11月1日,6562,一万次悲伤,逃跑计划,111
瑟瑟的小姐姐,暑假生病了，医生给我开了一味徐长卿，我才知道，雪见，重楼，飞蓬，都是药材名字。,2016年9月27日,14.4万,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
鲤依,仙剑系列的歌总是让人莫名其妙就循环起来。别害怕，风轻云淡。,2014年9月7日,77676,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
点赞的一生平安,初三的时候，同桌女生对我唱这首歌，我特么什么都不懂，只知道学习，现在想起以前sb的日子，唉。。。,2015年4月10日,62431,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
你是软肋也是盔甲,仙剑里我最喜欢魔尊重楼，为了自己喜欢的人愿意把心掏给她，不求结果不求同行甚至不求你爱我。,2016年7月30日,42113,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
巴巴的罗萨,听到这首歌，脑海中的画面是紫萱和长卿诀别,2015年1月9日,34641,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
--黄粱一梦二十年,听前奏有些泪目。那些年，窝在沙发上默默的从第一集看到最后一集，在从第一集开始看，这么多年，吐槽仙三的不少，然而仙三还是我最爱的电视剧，没有之一。爱重楼，爱夕遥，爱景天，爱猪婆，爱紫萱。爱那些戏里戏外回不去的他们以及被岁月深深埋藏的我们。某年某月某日，那个小孩，我有点想你,2016年3月25日,31580,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
YeeeeH,瞬间联想起徐长卿在蜀山顶舞剑思紫萱雪花飘的场景，同时『此生不换』响起,2015年2月3日,28013,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
抱朴Ciao,唐嫣的演技在仙剑便已到达顶峰。,2016年1月30日,26286,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
傻狍子啵儿,两个人都没有喝忘情水，宁愿痛苦一生也不要忘记这段相爱相杀的爱情，却都希望对方以为自己喝了忘了不痛苦了，然后互相爱着彼此。。。,2016年7月1日,23623,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
rZ长岛冰茶,仙一和仙三确实是国产良心剧，云之凡就算了吧,2016年6月27日,21669,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
第三十八年夏至-未至,雪见,2016年10月4日,19156,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
舍子花QWQ,记得那个为爱掏心的红毛怪，有着无尽相思的夕瑶，等待千年的龙葵，为老大割肉的茂茂，假装背叛死无全尸的必平，纠缠了三生三世放不下的紫萱和徐长卿，还有那个用自己的命换天下人复活的景天，以思念幻化成型的雪见。都说景天负了夕瑶，只有夕瑶知道，景天不是飞蓬。,2017年12月9日,16217,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
此剑名为六千里,你说，紫萱吻重楼的时候，徐长卿到底在想什么呢？,2020年7月30日,16065,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
威风大侠,终究谁都没有喝那忘情水，却都微笑着假装忘记了这三世的爱恋纠缠，可是我却是记得那个红毛怪，重楼在把紫萱和长卿从火海中救出来，那站在山顶碎羽的笑容，明明是你先来撩我，最后无法自拔的却是我,2016年10月25日,14838,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
山海有也意难平,谁知道这又是何必平唱的。,2020年5月18日,14787,此生不换（电视剧《仙剑奇侠传三》插曲）,青鸟飞鱼,111
荔枝少女327,虽然向朋友炫耀过你 但不丢人 大大方方为自己的心动买单 你权衡利弊 我及时止损 不曾与你分享的日子 我都在变好,2020年8月11日,19504,灰姑娘,梁咏琪,111
冷-彦汐,单身久了连喜欢都不会了即使遇到心动的人，心里还会想，算了吧，我又不会谈恋爱,2020年8月11日,13910,灰姑娘,梁咏琪,111
我也很高冷啊,拉黑删除是最过分的告别方式，你让我觉得我在打扰你或者说是你还没能力面对这个问题！你永远不会知道你看似更简单的拉黑删除，在你所有列表里全部消失对一个人的伤害有多大！任何散场都应该好好道别，不计较谁爱谁多一点,2021年3月9日,7088,灰姑娘,梁咏琪,111
LeslieMung,找了很久，朋友告诉我叫花姑娘。,2021年3月19日,6019,灰姑娘,梁咏琪,111
你来晚了ye,很多人喜欢你，因为你漂亮好看，会说机灵话，有趣好玩，多功能，这些喜欢都暗含着很多期望。而有的人喜欢你，是看见你哭和狼狈，知道你辛苦和平凡，允许你不美又不乖，还想把肩膀和糖果都塞给你。,2020年9月10日,4790,灰姑娘,梁咏琪,111
没记性的小黄,千言万语憋了一句新年快乐 他没回,2021年3月6日,4277,灰姑娘,梁咏琪,111
